name,book,rating
"Kerrie","The Rule of Four",3
"Lynne","Forrest Gump",1
"Iantha","The Summerhouse",3
"Lainey","Wicked: The Life and Times of the Wicked Witch of the West",4
"Kendal","After Life",4
"Jaida","Abandoned Prayers: The Shocking True Story of Obsession, Murder and ""Little Boy Blue""",3
"Audrinna","Midnight in the Garden of Good and Evil: A Savannah Story",5
"Francisco","The Love Poems of Rumi",5
"Alexander","Foetal Attraction",2
"Jose","The Godwulf Manuscript",3
"Alyana","Cypress Point",3
"Dakota","Fortune\'s Hand",4
"Steve","Spell for Chameleon Xanth",3
"Elvira","Los Renglones Torcidos De Dios",4
"Keena","The SECRET BOOK OF GRAZIA DEI ROSSI",4
"Brandyn","Ghost Girl: The True Story of a Child in Peril and the Teacher Who Saved Her",4
"Johnnie","Rebellious Desire",4
"Deavin","The Puzzle Bark Tree",4
"Derell","The Da Vinci Code",5
"Bayla","Fool on the Hill. Roman.",3
"Tamir","The Key to Rebecca",4
"Lacy","The Rest of Us: Dispatches from the Mother Ship",4
"Armel","Henry\'s List of Wrongs",3
"Mildred","A Gracious Plenty",4
"Caleb","Affinity",5
"Weston","Friends: The One About the #1 Sitcom",5
"Rayshawn","Bag of Bones",4
"Colten","Bleachers",1
"Kayla","The Palace of Dreams",4
"London","A Child Called ""It"": One Child\'s Courage to Survive",5
"Miguel","Over the Edge",4
"Mackenzie","A Slant of Sun: One Child\'s Courage",3
"Shyheim","Complete Sherlock Holmes",5
"Lekeisha","To Say Nothing of the Dog",3
"Angelina","The Wild Boys: A Book of the Dead",4
"Curt","Dirk Gently\'s Holistic Detective Agency",3
"Melinda","Imajica",4
"Viridiana","Two Old Women",5
"Carol","Homeland and Other Stories",3
"Melissa","Life Signs: The Biology of Star Trek",4
"James","The Lost Continent: Travels in Small-Town America",4
"James","Mein deutsches Dschungelbuch.",1
"Elnora","Tod in Lissabon.",4
"Kathy","Reconsidering Riley",3
"Laiza","La Rabbia E L\'Orgoglio",4
"Norman","Before Night Falls",5
"Josha","Bag of Bones",2
"Jamea","The Poisonwood Bible",5
"Alik","The Horse Whisperer",4
"Mitchell","The Deep End of the Ocean",2
"India","Miss Wyoming Uk Edition",3
"Kristen","The Shining",5
"Avanell","A Father\'s Story",4
"Margaret","Blindness",4
"Ada","Obsidian Butterfly",5
"Aleigha","Midnight\'s Children",3
"Lovette","Bridget Jones: The Edge of Reason",3
"Madilyne","Twas the Night Before: A Love Story",3
"Karen","Never Sniff a Gift Fish",2
"Diona","Our Dumb Century: The Onion Presents 100 Years of Headlines from America\'s Finest News Source",4
"Les","Night Whispers",3
"Kynnedi","Essential Rumi",5
"Jacquelyne","The Girls\' Guide to Hunting and Fishing",4
"Lorie","Monstrous: The Autobiography of a Serial Killer but for the Grace of God",3
"David","The Summons",2
"Char","King\'s Oak",5
"Ronald","Nicholas and Alexandra",4
"Annabel","Doing Good",4
"Kayla","The Handmaid\'s Tale",5
"Princess","A Prayer for the Dying",3
"Kathy","Cold Tea On A Hot Day",4
"Arlena","No Shirt, No Shoes, No Problem!",4
"Lanny","Bridget Jones\'s Diary",3
"Inayah","The Color of Water: A Black Man\'s Tribute to His White Mother",4
"Myriam","Harry Potter a l\'ecole des sorciers",5
"Daryl","Adam\'s Fall",5
"Christopher","Wings In The Night",2
"Linard","The Waiting Game",3
"Geronimo","The Greatest Show Off Earth",4
"Erin","The Firm",3
"Sunny","Children: The Challenge",4
"Dolly","Through My Eyes",2
"Jose","Widow\'s Walk",5
"Claribel","Here on Earth",4
"An","A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash",3
"Lore","The Tiger\'s Child",4
"Dustyn","Hemlock Bay",3
"Nakaiya","Princess: A True Story of Life Behind the Veil in Saudi Arabia",4
"Achilles","The Bell Jar",4
"Laroy","Two for the Dough",4
"Madysen","I Know This Much Is True",5
"Richard","Four Past Midnight",2
"Afton","Final Target",3
"Marquita","O-Zone",3
"Zandra","An Acquaintance with Darkness",4
"Cierra","Seventeenth Summer",1
"Guilford","The Road from Coorain",2
"Sailor","The Summons",3
"Letisia","Groovitude: A Get Fuzzy Treasury",5
"Kalyse","Seinlanguage",3
"Fermin","Black Notice",4
"Dawna","Neue Leiden Des Jungen",2
"Alejandro","Isle of Dogs",3
"Gerry","Battle Born",5
"Marylin","The Covenant of the Flame",3
"Jaqueline","Girl With a Pearl Earring",4
"Kaylie","The Other Side and Back: A Psychic\'s Guide to Our World and Beyond",2
"Julious","Hideaway",2
"Scott","The Mouse and the Motorcycle",5
"Donnel","Hinds\' Feet on High Places",2
"Jayla","The Secret Life of Bees",4
"Mitchell","Blushing Pink",4
"Errica","Heartbreaker",2
"Doneshia","The Bad Girl\'s Guide to the Open Road",4
"Dorothyann","The Wit And Whimsy Of Mary Engelbreit",3
"Mercadez","Promise Forever",2
"Linnie","Nothing But Blue Skies",3
"Demetre","Fractured Time",4
"Sheila","Child of My Heart",5
"Drayke","One True Thing",4
"Chynna","River, Cross My Heart",3
"Jaziah","The Cat Who Could Read Backwards",1
"Randolph","Liasons Dangeruses",5
"Guy","I Could Do Anything If I Only Knew What It Was: How to Discover What You Really Want and How to Get It",4
"Troy","Life of Pi",4
"Aubrey","Round Ireland With a Fridge",4
"Natale","The Power of One",3
"Glena","A Prayer for Owen Meany",4
"Estle","It Was on Fire When I Lay Down on It",4
"Anastasia","Lost Light",4
"Gina","Bart Simpson\'s Guide to Life: A Wee Handbook for the Perplexed",5
"Bonnie","Rules of the Wild",4
"James","A Pinch of Snuff",2
"Lona","The Poisonwood Bible",5
"Cailynn","Shrink Rap",3
"Izabelle","Natural Nutrition for Dogs and Cats: The Ultimate Pet Diet",4
"Fraida","The Sum of All Fears",4
"Gaige","Me Talk Pretty One Day",5
"Rene","A Pirate\'s Love",4
"Bridget","The Cinderella Complex: Women\'s Hidden Fear of Independence",3
"Taylor","God, Creation, and Tools for Life",4
"Raquel","The Hollow Man",5
"Cora","The Empress File",2
"Cassandre","Turbulence",3
"Yug","Geek Love",4
"Hazelle","Fatal Vision",4
"Lylia","A Woman of Substance",4
"Julian","A Year in Provence",5
"Marcell","Fish! A Remarkable Way to Boost Morale and Improve Results",5
"Jackson","Four Past Midnight",4
"Charles","Vamps and Tramps: New Essays",4
"Corinne","Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry",4
"Thelma","Gap Creek: The Story Of A Marriage",3
"Cherrish","Bridge of Birds",5
"Judy","Socrates Cafe: A Fresh Taste of Philosophy",4
"Otilio","Four Past Midnight",3
"Minha","Wild Animus",3
"Gaines","Speaking in Tongues",1
"Hobart","The Mote in God\'s Eye",3
"Breann","Soul Mountain",1
"Evangeline","Lucky Man: A Memoir",4
"Jada","Dinotopia Lost",4
"Vickie","The Prime of Miss Jean Brodie",3
"Cliford","Red Dwarf Omnibus",5
"Vickie","Must Love Dogs",3
"Noah","Toxic Parents: Overcoming Their Hurtful Legacy and Reclaiming Your Life",4
"Henna","Nachtschicht.",4
"Zechariah","Headhunters",3
"Naima","Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right",4
"Lindsy","Falling Angels",4
"Chelcy","The Smoke Jumper",3
"Joellen","Extreme Measures",4
"Masyn","Dr. Seuss\' Sleep Book",3
"Keara","The Fiery Cross",5
"Cedric","Three Fates",5
"Marilyn","A Kiss for Little Bear",3
"Claud","Many Lives, Many Masters",5
"Minerva","Don\'t Stand Too Close to a Naked Man",4
"Alene","The Liar\'s Club: A Memoir",3
"Sher","Shopaholic Ties the Knot",1
"Lawanda","Roses Are Red",3
"Beverly","Blue Diary",2
"Lashun","Me Talk Pretty One Day",5
"Roxane","Border Music",1
"Jaydon","Rage of Angels",4
"Dupree","The Teenage Liberation Handbook: How to Quit School and Get a Real Life and Education",5
"Jacquelyn","The Age of Innocence",5
"Frances","Rebellious Desire",5
"Kooper","Bird by Bird: Some Instructions on Writing and Life",4
"Mateo","No Safe Place",4
"Valentine","Leap of Faith",4
"Eloise","The Queen and I",3
"Markus","The Mark of the Assassin",3
"Ai","Jay Leno: Leading With My Chin",3
"Olita","Four Letters of Love",3
"Reginal","Good in Bed",5
"Adriane","Die Frau mit dem Muttermal.",3
"Jeanne","Mother\'s Day",4
"Leoma","The Damnation Game",2
"Tad","Doomsday Book",4
"Allyse","Half Asleep in Frog Pajamas",3
"Marquavius","Isle of Dogs",3
"Sheena","The Eyes of Darkness",4
"Mathew","Midnight in the Garden of Good and Evil: A Savannah Story",5
"Robb","Slackjaw",2
"Sheldon","Wicked: The Life and Times of the Wicked Witch of the West",4
"Mervyn","Night Prey",4
"May","The Evolution of Jane",3
"Tammy","Errands",4
"Haley","Under the Beetle\'s Cellar",5
"Atom","Fortune\'s Hand",4
"Ann","Dilbert: Seven Years Of Highly Defective People (P",5
"Oswaldo","Envy",4
"Layla","Dave Barry\'s Only Travel Guide You\'ll Ever Need",5
"James","The Floating Girl",4
"David","Dakota Dreams",2
"Naimah","The Third Twin",4
"Antonisha","Deja Dead",3
"Reginal","Isle of Dogs",1
"Johnny","Brotherhood of the Rose",4
"Charlene","Mortal Fear",2
"Tate","The Clan of the Cave Bear",3
"Hayden","Kate Vaiden",4
"Estel","The Indigo Children: The New Kids Have Arrived",5
"Kellyann","The Fly on the Wall",5
"Manpreet","Carolina Moon",4
"Eric","The Wrong Child",4
"Ashlyn","The Case for Christ:  A Journalist\'s Personal Investigation of the Evidence for Jesus",3
"Cletis","Reading the Old Testament: An Introduction",2
"Warren","My Heart Stood Still",4
"Zakary","The Secret Life of Bees",3
"Donnie","When Rabbit Howls",4
"Eunice","Meet Sailor Moon",3
"Darlene","The Best of Modern Humor",4
"Cora","The Hanged Man\'s Song",2
"Conswella","The Man Who Listens to Horses",4
"Dan","Plantation: A Lowcountry Tale",4
"Ade","The Thief Lord",4
"Yumiko","I Capture the Castle",4
"Rodney","The Moon Under Her Feet",3
"Jerard","The Medusa and the Snail: More Notes of a Biology Watcher",4
"Dung","A Soldier of the Great War",4
"Ollie","Reunion in Death",5
"Alfredo","The Deep End of the Ocean",3
"Johnluke","Mackenzie\'S Mountain",4
"Bernadette","The Art of Deception",4
"Ricky","Hart\'s Harbor",5
"Litzy","Empire Falls",4
"David","Wanderlust",2
"Cody","The Client",4
"Golden","The Languid Goat Is Always Thin:  The World\'s Strangest Proverbs",2
"Shaun","The Law of Love",3
"Emmery","The Phantom Tollbooth",3
"Julaine","The Falls",1
"Presleigh","Ab heute hab\' ich immer Zeit. Jede Woche 10 Stunden gewinnen.",2
"Arminta","Cold Sassy Tree",4
"Henry","No Way Out",4
"Steven","Animal Farm",4
"Traves","Star Wars: Shadows of the Empire",2
"Caroll","Bag of Bones",4
"Tom","Total Tattoo Book",3
"Kelsy","A Confederacy of Dunces",5
"Jimmie","Succulent Wild Woman",2
"Wilson","Finger Prints",4
"Josiah","The Shadow of the Wind",5
"Penny","Getting in Touch With Your Inner Bitch",4
"Kamiyah","Finding Fish",4
"Donny","We Were the Mulvaneys",3
"Chaunda","Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right",5
"Willam","Naked Pictures of Famous People",2
"Quinn","Mortal Prey",4
"Erik","Good Omens",5
"Hillary","The Book: On the Taboo Against Knowing Who You Are",4
"James","The False Inspector Dew",4
"Kaitlyn","Hello from Heaven!",4
"Bryden","The Hundredth Monkey",4
"James","L\'Attrape-Coeurs",4
"Abdurrahman","The Virgin Blue",4
"Tracie","In the Forests of the Night",4
"Jacquie","I Heard the Owl Call My Name",4
"Minnie","Cancer Schmancer",4
"Jerry","Breathing Lessons",1
"Buren","Texas Heat",3
"Juan","Sweet Success",4
"Pasquale","Animal Farm",3
"Allyce","Their Eyes Were Watching God",2
"Edwin","Cat\'s Eye",4
"Ayah","My Sergei: A Love Story",4
"Jaxson","One True Thing",3
"Maynard","The Drowning Season",4
"Doug","Passion Play",2
"Ayan","Confessions of an Ugly Stepsister",2
"Bray","About a Boy Uk",5
"Donald","Slant",2
"Lonza","The Tattooed Map",3
"Sophiah","To Say Nothing of the Dog",4
"Kassidy","Good Girls Gone Bad",3
"Edgar","Burden of Proof",2
"Malinda","The Art of Meeting Women: A Guide for Gay Women",1
"John","What to Do About Annie",4
"Iona","Red Storm Rising",4
"Bryson","Vitals",4
"Ronny","Maniac Magee",5
"Lance","Cannibal Killers",1
"Teegan","The Tommyknockers",4
"Durward","Empress of the Splendid Season",4
"Mallorie","Beyond Suspicion",3
"Moshe","Cause of Death",4
"Williette","Mason\'s Retreat",4
"Grover","Brothers Karamazov",5
"Delmer","Bravo Family Ties",5
"Margaret","Flashforward",4
"Lakin","Kisscut",3
"Ivy","Celestial Navigation",3
"Anthonette","The Ice Limit",4
"Piccola","Housekeeping",3
"Donita","The Mark of the Angel",2
"Tylor","When the Bough Breaks",2
"Rozella","Body Rides",4
"Marieann","Cold Paradise",3
"Anthony","The Burden of Proof",4
"Darla","Icy Sparks",3
"Faith","Waking the Moon",1
"Faith","Clay\'s Ark",3
"Jaxon","Thrill Of Victory",4
"Abraham","The Bridges of Madison County",2
"Kmari","Dark Prince",4
"Monserrath","Power Lines",2
"Lakethia","Lobas De Mar",3
"Jimena","The Fountainhead",5
"Brady","Different Loving: The World of Sexual Dominance and Submission",4
"Dalia","Debout les morts",4
"Peggy","Hard Fall",3
"John","Savage Honor",4
"Margaretann","Gap Creek: The Story Of A Marriage",3
"Isaiah","The Donovan Legacy",5
"Niyati","Les Heures / The Hours",2
"Tremayne","The Cat Who Brought Down the House",4
"Leonardo","Billy Strobe",3
"Derion","Call of the Wild and Selected Stories",4
"Cloyce","The Caveman\'s Valentine",4
"Vernice","If Looks Could Kill",2
"Juliette","Odd Thomas",3
"Ian","Still Missing",3
"Jakim","Let Freedom Ring: Winning the War of Liberty over Liberalism",4
"Connie","Breathing Lessons",4
"Hunter","Mutation",3
"Alexander","Animal Farm",5
"Kensi","The Secret Life of Bees",3
"Dot","El Dios de Las Pequenas Cosas",2
"Moises","Peace Like a River",3
"Celena","The Potato: How the Humble Spud Rescued the Western World",4
"Lorin","A Painted House",3
"Paxton","Touching Evil",3
"Cornellius","Viejo Y El Mar",4
"Claude","Letters to Baby: A Keepsake of Blessings and Wisdom for New Babies",3
"Yuliana","Suzanne\'s Diary for Nicholas",5
"Lauren","Their eyes were watching God: A novel",5
"Jaleel","Guilty by Reason of Insanity: A Psychiatrist Explores the Minds of Killers",5
"Moise","The Pelican Brief",4
"Dwanda","Free",4
"Donald","The Far Side Gallery 5",5
"Bennie","Last Man Standing",4
"Avant","Poisonwood Bible Edition Uk",4
"Annalis","Deep Thoughts",4
"Mandi","Married for a Month",2
"Lachelle","Deception Point",4
"Shadow","Shadow of Ashland",3
"Coy","Chosen -2",4
"Winford","Reunion in Death",3
"Saher","Frida: A Biography of Frida Kahlo",3
"Brendan","Black Notice",4
"Dionisio","The Waterworks",4
"Ona","Clara\'s Heart",4
"Eleftheria","The Bonesetter\'s Daughter",1
"Aleyda","Texas Heat",4
"Lafe","An Hour Before Daylight",3
"Matthias","Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right",2
"Jayne","The Girls\' Guide to Hunting and Fishing",3
"Dante","Bone People",3
"Vencil","The Summons",2
"Donovan","In alle Ewigkeit.",5
"Ali","South of the Border, West of the Sun",4
"Kyana","Lucky Man: A Memoir",4
"Fawna","The Rebel Angels",4
"Scarlet","All-American Girl",3
"Deshea","Wild Animus",4
"Linda","The Toughest Indian in the World",5
"Jaziel","Kleopatra",4
"Jennifer","The New Evidence That Demands A Verdict Fully Updated To Answer The Questions Challenging Christians Today",4
"Lida","Ranting Again",5
"Alexia","The Blue Hour",4
"Jacquita","Pastime",2
"Gary","The Loner",4
"Rosie","Kentucky Rich",5
"Camillia","A Match to the Heart/One Woman\'s Story of Being Struck by Lightning",3
"Charles","Hotel Du Lac",4
"Kyri","The Black Echo",3
"Brysen","The Ice House",4
"Neal","Briar Rose",4
"Cai","Among the Missing",5
"Vila","The Star Wars Trilogy: Star Wars, the Empire Strikes Back, Return of the Jedi",4
"Amarianna","House of Leaves",3
"Dale","It Was on Fire When I Lay Down on It",5
"Daisha","Madwomans Underclothes Essays and Occasion",4
"Kaitlin","Women on Top",2
"Lejuan","Code to Zero",3
"Morgan","Fifty Years of American Poetry: Anniversary Volume for the Academy of American Poets",5
"Stephen","Stranger in My Arms",2
"Michal","American Star",3
"Gary","The Heartbreaker",3
"James","Forbidden Magic",2
"Frederica","Color Purple",5
"Bob","Blue Diary",3
"Daniel","The Deryni Archives",3
"James","The Perfect Mistress",3
"Isabella","Legacy of Silence",4
"Jaquay","The Little Friend",4
"Bobby","Still Me",4
"Sammy","The Blue Deep",4
"Kiara","The Joy Luck Club",4
"Jacquline","The Parisian Playboy   In Love With Her Boss",4
"Jazmin","The Feast of July",3
"Eddy","Good in Bed",3
"Donia","Harry Potter y el prisionero de Azkaban",5
"Mont","The Color Purple",5
"Kathreen","The Secret Garden",3
"Homer","Pop Goes the Weasel",2
"Desmond","Good in Bed",4
"Jens","Fast Women",3
"Dorothy","Eyes of the Dragon",4
"Wesley","The Perks of Being a Wallflower",4
"Paula","Visions of Sugar Plums",2
"Ani","One Kiss From You",2
"Marleen","Diet for a New America",5
"James","St. Patrick\'s Gargoyle",3
"Chantel","Rose Madder",5
"Elmer","Fortress in the Eye of Time",3
"Mae","Sunset in St. Tropez",3
"Jonna","Cellar of Horror",4
"Timothy","Say You Love Me",5
"Ellamae","Desolation Angels",3
"Virginia","Mystique",4
"Gavin","Drowning Ruth",4
"Deborah","Crystal Singer",5
"Francis","A Girl\'s Best Friend",4
"Jannie","The Sparrow",3
"Americo","Expiration Date",2
"Miyoko","The Fifth Sacred Thing",2
"Donald","Good Night, Gorilla",5
"Synai","Hush Little Baby",5
"Callie","The Book of Night with Moon",5
"Javian","Senza Sangue",3
"James","Die Verzauberung der Lily Dahl.",3
"Ida","Body Check",3
"Valeria","A Painted House",4
"Clarence","Brazen Virtue",4
"Stiles","The Tracker",5
"Donna","Linda Goodman\'s Star Signs",5
"James","Where Echoes Live",4
"Lisa","Nectar in a Sieve",4
"Phelicia","One Door Away from Heaven",2
"Tracy","The Russian Debutante\'s Handbook",3
"Antonio","Tangled Vines",2
"Correen","The Key to Midnight",4
"Burton","The Burden of Proof",3
"Maryellen","Rules of Evidence",3
"Logan","The Future of Ideas: The Fate of the Commons in a Connected World",4
"Janaya","Last Chance Saloon",4
"Ivah","La Conjura de Los Necios",2
"Rafaela","The Angel of Darkness",4
"Kassandra","Quelqu\'un d\'autre",4
"Orion","The Color Purple",4
"Kellyanne","A Child Called ""It"": One Child\'s Courage to Survive",2
"Coady","The Owl Service",3
"Johna","Natural Causes",3
"Kymani","Fatal Voyage",4
"Desirea","Cause Celeb",3
"Melanye","How to Shit in the Woods: An Environmentally Sound Approach to a Lost Art",2
"Aisling","The Five People You Meet in Heaven",3
"Ansel","Pop Goes the Weasel",4
"Lendora","The Forgotten: A Peter Decker/Rina Lazarus Novel",4
"Georgio","Mitigating Circumstances",2
"Wilmer","Borrowed Time: An AIDS Memoir",3
"Keyshaun","Pay It Forward",4
"Hardy","The Path to Love: Renewing the Power of Spirit in Your Life",2
"Honey","Blacklist: A V.I. Warshawski Novel",4
"Brandon","Family Honor",3
"Renee","Two for the Dough",4
"Marleni","L\' Alchimiste",3
"Sherry","N Is for Noose",3
"Allisha","The Alchemist: A Fable About Following Your Dream",5
"Ricky","Home To Eden",5
"Luke","As the Romans Do: An American Family\'s Italian Odyssey",3
"Carl","Where Is God When It Hurts?",4
"Mae","Bed of Lies",3
"Patrick","Dirk Gently\'s Holistic Detective Agency",5
"Kyndall","Pot Shot",3
"Amyah","Shocking Pink",3
"Anatasia","Transfer of Power",4
"Mariella","Wild Animus",1
"Jayden","Native Roots: How the Indians Enriched America",5
"Ayden","Childhood\'s End",5
"Kiefer","Songbook",4
"Yariel","The Master Stroke",3
"Aurelio","Wish You Well",4
"Andreina","Animal Farm",5
"Patricia","The Proving Ground",3
"Aaleigha","The Alienist",4
"Shantal","Bitch: In Praise of Difficult Women",4
"Chris","Dr. Atkins\' New Diet Revolution",4
"Izabella","Snapshot/a Carlotta Carlyle Novel",3
"Emmett","Gallowglass",2
"Terrance","Four Blind Mice",4
"Marilyn","Dead Eyes",4
"Natalie","Life of Pi",4
"Dustin","Dreams of Childhood: Postcard Book",5
"Chantz","Replay",4
"Dow","Foreign Affairs-Op/20",3
"Shandy","Dona Flor and Her Two Husbands",5
"Renea","The Hollow Chocolate Bunnies of the Apocalypse",5
"Waylon","River, Cross My Heart",3
"Jeanetta","Mr. Murder",4
"Haylee","Arc Light",3
"Brooklynn","Naked Prey",4
"Cali","Innocent Blood",4
"Damyia","Truly, Madly Manhattan",4
"Markham","Hearts In Atlantis",4
"Manases","Bridge Across My Sorrows",5
"Whitney","Unfit to Practice",3
"Bashir","The 21 Indispensable Qualities of a Leader: Becoming the Person Others Will Want to Follow",3
"Allan","Day of Reckoning",4
"Lyndsey","A Day No Pigs Would Die",3
"Kristen","Echoes in the Darkness",2
"Annie","Wisdom from the Walls",3
"Jason","Trading Spaces Behind the Scenes: Including Decorating Tips and Tricks",3
"Owais","Das Parfum: Die Geschichte Eines Morders",3
"Rusty","Legacy of Silence",3
"Desi","Sure of You",3
"Bralynn","One True Thing",4
"Robert","Dangerous Games",4
"Ralph","Falling Angels",3
"Keshaun","The Coldest Winter Ever",5
"Tracer","The Season of Passage",3
"Thomas","Lost Boys",1
"Jaivion","Me Talk Pretty One Day",4
"Debra","The Delaney Woman",2
"Karina","Hidden Riches",2
"Woodrow","Borrowed Time: An AIDS Memoir",4
"Taraya","A Monk Swimming",1
"Fern","The Bride",4
"Nayara","A Painted House",5
"Kaeden","Psychohistorical Crisis",4
"Larry","The Bonesetter\'s Daughter",4
"Malvin","Don\'t Sleep With Your Drummer",4
"Shirley","The Breaker",5
"Margarita","Six of One",4
"Lucy","Shadow Prey",4
"Munir","The Music of Chance",4
"Yazmyn","The Water Underneath",3
"Yoan","Deja Dead",4
"Cyndi","Hamsters: How to Take Care of Them and Understand Them",5
"George","The Master Key",2
"Kenyon","Good in Bed",4
"Jessika","It\'s Always Something",4
"Robert","Mr. Perfect",5
"Kattie","Stonebrook Cottage",5
"Cadence","The Funhouse",3
"Kennith","Brothers and Sisters",5
"Alicia","One True Thing",5
"Preslee","The Last Precinct",3
"Detra","Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space",1
"Marge","Neverwhere",5
"Nayeli","Cloudy With a Chance of Meatballs",5
"Gwen","Die Klavierspielerin. Roman.",3
"Camila","How to Be a Villain: Evil Laughs, Secret Lairs, Master Plans, and More!!!",3
"Magaly","The Cube",4
"Esmeralda","A Daughter of Han: The Autobiography of a Chinese Working Woman",5
"James","The Spy Who Loves Me",5
"Hermila","One True Thing",4
"Anders","Bag of Bones",3
"Dollie","Total Control",5
"Alma","Hello, Darkness",3
"Charlie","The Chick is in the Mail",5
"Tan","Woman and the Ape",3
"Edgar","The Hundred Secret Senses",5
"Anthony","Demon Seed",4
"Brett","Mrs. Dalloway",2
"Sharon","Random Passage",4
"Sheryn","Skinny Legs and All",4
"Andrew","Boy\'s Life",2
"Afrah","Prometheus Rising",5
"Coleton","Here on Earth",4
"Shlomo","El Aleph",5
"Tony","Mom Among The Liars",2
"Sydney","Mike Nelson\'s Movie Megacheese",4
"Jasper","Night Storm",3
"Naiara","Holidays on Ice: Stories",4
"Thomas","Demon Seed",1
"Jeremiah","No Way Out",3
"Davon","Oryx and Crake",4
"Crystal","Kiss of the Highlander",5
"Cathleen","Total Control",4
"Antwone","Why Cats Paint: A Theory of Feline Aesthetics",4
"Felix","Four Blind Mice",4
"Seda","A Gesture Life",5
"Kreg","Perish Twice",4
"Roy","Introducing Jung, 2nd Edition",3
"Walter","Dangerous to Know",2
"Rashard","Neverwhere",4
"Elisandra","The Cat Who Went into the Closet",3
"Betty","Engaging The Enemy",4
"Kile","The Da Vinci Code",5
"Jonathan","The Regulators",4
"Diane","The Collected Strangers In Paradise",3
"Isac","The Poisonwood Bible",4
"Raleigh","Cavedweller",4
"Lupe","Angel Eyes",3
"Jefferson","Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space",3
"Marabeth","Shibumi",4
"Braeden","Wouldn\'t Take Nothing for My Journey Now",4
"Cartier","Naked Lunch",1
"Jorge","Under the Tuscan Sun",1
"Burris","Good Omens",3
"Karis","The Last Great Dance on Earth",4
"Jayden","A Perfect Stranger",3
"Jayna","The Sunbird",3
"Altie","Soldiers Return Uk",4
"Marti","Black Notice",4
"Rommel","Close to You",4
"Carnell","Up the Down Staircase",4
"Madison","The Man Who Listens to Horses",5
"Kristine","Mortal Fear",4
"James","Every Second Counts",4
"Grayce","Just Killing Time",4
"Jess","The Hammer of God",3
"Shamera","Brothers and Sisters",3
"Lorraine","Three Wishes",4
"Gabrielle","Ralph S. Mouse",3
"Eh","The Murder Book",4
"Tommy","Roommates from Hell: True Tales from the Tormented",4
"George","Midnight Graffiti",2
"William","Plot It Yourself",4
"Ethelyn","The Voyage of the Narwhal",5
"Chrislynn","722 Miles: The Building of the Subways and How They Transformed New York",3
"Mishelle","Canti del Caos",1
"Aditya","The Virgin Suicides",4
"Unika","Riding Freedom",4
"Maxmillian","Happy Are the Peace Makers",3
"Janesha","The Whole Truth",3
"Irania","The Alchemist: A Fable About Following Your Dream",4
"Michael","Thank You for Smoking",4
"Wyatt","Wake Up, I\'m Fat!",5
"Kiersten","Pop Goes the Weasel",3
"Sonya","The Best Laid Plans",2
"Meshell","Rosehill.",3
"Aaron","Lucy Sullivan Is Getting Married",4
"Chevon","Der Kuss Kunst Und Lebeb Der Camille Cla",3
"James","Daughters of Copper Woman",5
"Gracee","50 Simple Things Kids Can Do to Save the Earth",4
"Alisa","Loving Each Other: The Challenge of Human Relationships",4
"Lola","I, Tituba, Black Witch of Salem",3
"Sherelle","Le Concile De Pierre",5
"Alexxis","The Alienist",5
"Gwendolyn","Everything to Gain",3
"Adrianna","Losing Gemma",3
"Micheal","The Lady and the Unicorn",4
"Zaden","Wiener Dog Art",4
"Princess","The Vagina Monologues",2
"Chester","Fight Club",4
"Nathania","The Cat Who Went into the Closet",3
"Terry","Sons of Fortune",4
"Jenny","The Last Kabbalist of Lisbon",5
"Derric","Cape Refuge",3
"Marguerite","Sacred Sins",3
"Juliauna","Dianetics: The Modern Science of Mental Health: A Handbook of Dianetics Procedure",3
"Parks","The Beach House",4
"Lillyana","Blue Diary",4
"Daniel","A College of Magics",4
"Nichlos","A Gesture Life",4
"Clayton","Welcome to Temptation",4
"Parth","Envy",4
"Angelita","Life of Pi",4
"Gordan","Skeleton Crew",4
"Alicia","From Potter\'s Field",3
"Loretta","Lake Wobegon Days",5
"Tylie","Riddley Walker",5
"Carrera","Code to Zero",3
"Emiah","A Fine Balance",2
"Matheus","10 Lb. Penalty",4
"Rylie","Wurst Case Scenario",5
"Cristiana","The Truth Machine",3
"Malka","Das Tagebuch Der Bridget Jones",2
"Sayra","Easy Prey",4
"Burton","After the First Death",2
"Peggy","The First Counsel",4
"Sherill","Das Leben ist kurz. Vita brevis.",4
"Ilene","The Forever Kiss",3
"Luda","The Virgin Suicides",5
"Madelynn","Summon the Keeper",5
"Cassia","Faking It",2
"Christopher","The Donovan Legacy",2
"Salena","Schau Dich nicht um.",4
"Terry","The Simple Truth",3
"Nicole","Mr. Murder",4
"Tiara","Cause of Fear",4
"Mayer","Titanic: The Long Night",3
"Tyrel","Silence of the Lambs",4
"Barry","When the Laird Returns: Book Two of The Highland Lords",4
"Queenie","Violets Are Blue",4
"Jerrell","Charlotte Gray",2
"Shelli","Break in",4
"Nathan","Dark Morning",2
